path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr
/home/peterr/macocu/task6_speech/data/00019358c.flac.wav,iz riječi u riječi o negativnim stvarima a pogotovo ne za one stvari koje uopće ne postoje i određeni problemi,iz riječiju u riječi o negativnim stvarima a pogotovo ne za one stvare koje uopće ne postoje i određeni problem,izvriječi u riječi o negativnim stvarima a pogotovo nezavne stvare koje uopće ne postoje i  odredeni problem
/home/peterr/macocu/task6_speech/data/00019359.flac.wav,imamo nekoliko replika ,imamo nekoliko replika,ima ekoliko replika
/home/peterr/macocu/task6_speech/data/00019360a.flac.wav,kolega lucić spominjali ste to i moram se osvrnuti na,kolega lucić spominjali ste to i moram seosprnuti na,kolega lucić spominjali ste to i moram se usprnuti na
/home/peterr/macocu/task6_speech/data/00019360b.flac.wav,ulogu jedinice lokalne samouprave u problemu vodnog gospodarstva odnosno prije svega distribucije i odvodnje vode,ulogu jedinica lokalne samouprave u problemu vodnog gospodarstva  odnosno prije svega distribucije i odvodnje vode,ulogu jedinica lokalneg samoupraveje u problemu vodnog gospodarstva odnosno prije svega distribucij i odvodnje vode
/home/peterr/macocu/task6_speech/data/00019361a.flac.wav,naime budući da je uglavnom teret prije svega distribucije i odvodnje pitke vode ali i otpadnih voda,naime budući da je u glavnom teret prije svega distribucije i odvodnje pitke vodea ali i otpornih voda na,naime budući da je uglavnom teret prije svega distribucija i odvodnje pitke vode alii otparnih vodana
/home/peterr/macocu/task6_speech/data/00019361b.flac.wav,na teretu jedinica lokalne samouprave potrebno je jačati financijski kapacitet istih da brinu o tome,na teretu jedinica lokalne samouprave potrebno je jačati financijski kapacitetisti da brinu o tome,na teretuu jedinica lokalne samouprave potrebno je jačte inancijski kapacitet istih da brinu o tome
/home/peterr/macocu/task6_speech/data/00019361c.flac.wav,kako bi kvaliteta vode koja dolazi u domaćinstva bila što bolja kao isto kako bi se osiguralo i nesmetano odvođenje vode,kako bi kvaliteta vode koja dolazi u do maćinstva bila tšto bolja kao isto kako bi se osiguralo i nesmetano odvođenje vod,kako bi kvaliteta vode koja dolazi  domačinstva bila što boljakao isto kako bi se osiguralo i ne smetano odvodenje vode
/home/peterr/macocu/task6_speech/data/00019362.flac.wav,znači iz domaćinstava i njezino pročišćavanje ,idomaćinstava i njezino pročišćavanja,idom činstava i njihoi jezino pročištavanje
/home/peterr/macocu/task6_speech/data/00019363.flac.wav,tu je također problem i činjenice da se uz komunalnu naknadu naplaćuje naknada za uređenje voda ,tu je također problem i činjenice da se uz komunalnom naknadu naplaćuje naknada za uređenje voda,tu je ta koer problem i činjenice da se uz komunalno naknadu naplaćuje naknad zauredenje voda
/home/peterr/macocu/task6_speech/data/00019364.flac.wav,komunalna naknada kao oblik naknade koji se plaća neće moći egzistirati još dugo ,komunalna naknada ka t kao oblik naknade koje se plaća neće moći egzistirati još dugo,komunalna naknadakaotkao oblik naknade koje se plaća neće moći egzistirati oš dugo
/home/peterr/macocu/task6_speech/data/00019365a.flac.wav,i u sklopu poreznih reformi ići će se na oblik poreza koji će se plaćati budući da se radi o harmoniziranju sa eu tako da se opet dovodi u pitanje način,i usklopo poreznih reporma će se na oblik poreza koji će se plaćati udrući da se radi o harmoniziranju sa um tako da seopet dovodi u pitanje način,i u sklobu poreznih repormajie se na oblik poreza koje će se plaćati vudući da se radi o harmoniziranju sa eu tako da se opet dovodi u pitanje način
/home/peterr/macocu/task6_speech/data/00019365b.flac.wav,odnosno da način na koji će se ova naknada naplaćivati odnosno kako će naplaćivati jedinice lokalne samouprave,nosno na način na koji će se naknada naplaćivati odnosno kako će naplaćivati jedinice lokalne samouprave,oodnosnoda način na koji će se ova naknada naplaćivati odnosno kako će naplaćivati jedinice lokalne samouprave
/home/peterr/macocu/task6_speech/data/00019366a.flac.wav,također a sve u smjeru jačanja fiskalnog kapaciteta jedinica lokalne samouprave da brinu o ovoj problematici,također a sve u smjeru jačanja fiskalno kapaciteta jedinica lokalne samouprave da brinu u ovoj problematici,takoćer a sve u smjeru jačanja iskalno kapaciteta jedinica lokalne samouprave da brinu ovj problematici
/home/peterr/macocu/task6_speech/data/00019366b.flac.wav,dobili smo i na klupe prijedlog amandmana kluba haenesa koji kaže da,dobili smo i na klupe prijedloga amandmana kluba haenesa koji kaže da,dobili smo i na klupe prijedlog amandmana kluba haenesa koj kaže da
/home/peterr/macocu/task6_speech/data/00019366c.flac.wav,odnosno koji predlaže da se od prikupljenog vodnog doprinosa odnosno naknade za uređenje voda značajno veći postotak ostane jedinicama lokalne samouprave,odnosno koje predlaže da se od prikupljenog vodinog doprinosa odnosno naknade za uređenje voda značajno veći postotak ostane jedinicama lokalne samouprave,odnosno koj predlaže da se od prikuplj enogvodnog doprinosa odnosno naknade za ureženje vode značajnoveć postotakostan jedinicama lokalne samouprave
/home/peterr/macocu/task6_speech/data/00019367a.flac.wav,to je smjer u kojem trebamo razmišljati posebno sa obzirom kako ste i sami rekli,to je smjer o kojemu trebamo razmišljati posebno sa obzirom kako ste i sami rekli,to je smjer u kojem trebamo razmišljati posebno sa obzirom kakvo ste i sami rekli
/home/peterr/macocu/task6_speech/data/00019367b.flac.wav,i sami dolazite iz lokalne samouprave dakle bili ste gradonačelnik budući da je teret,i da e sami dolazite i za lokalne samouprave dakle bili ste gradonačelnih buduči da je tert,ni da same dolazite izalokalna samouprave  dakle bili ste gradonačeli buduće da je teret
/home/peterr/macocu/task6_speech/data/00019367c.flac.wav,ovoga upravo najvećim dijelom na jedinicama lokalne samouprave a ne na centralnoj državi odnosno ne na hrvatskim vodama,upravo najvećim dijelom jedinicama lokalne samouprave a ne na centralno država jednostavane na hrvatskim vorama,ovoga uprava o najvećim dijelomjedinicama lokalne samouprave a ne na centralne državi ednosno ne na hrvatskim vordama
/home/peterr/macocu/task6_speech/data/00019368.flac.wav,odgovor gospodin lucić ,uhagospodine mvurcić,hvali ospodin vustić
/home/peterr/macocu/task6_speech/data/00019369.flac.wav,slažem se kolega hajdukoviću da jedinica lokalne samouprave treba rasteretiti koliko je god to moguće ,slažem se kolega hedukoviću da jedinice lokalne samouprave treba rastereti koliko je god to moguće,oslažem sekolegajdukoviću da jedinice lokalne samouprave treba rasterati koliko je god to moguće
/home/peterr/macocu/task6_speech/data/00019370a.flac.wav,ovaj svjesni smo da i ta naknada faktički o kojoj mi govorimo,no svjesni su mo i da ta naknada aktički o kojem mi govorimo,no svjesnaj smo i da ta naknada aktički o kojum mi govorimo
/home/peterr/macocu/task6_speech/data/00019370b.flac.wav,ona bi trebala biti daleko veća no svjesni smo da se ta i naknada ne plaća onako kako bi se trebala plaćati,ona bi trebala biti daleko veća no svjesni smo da se ta i naknada ne plaća onako kako bi se trebala plaća,ona bi trebala biti daleko veća no svjesni smo da se ta inaknada ne plaća onako kako bi se trebala plaćati
/home/peterr/macocu/task6_speech/data/00019370c.flac.wav,a obzirom da smo i prikupljali u proteklom vremenskom periodu određene vodne naknade,a obzirom da smo i prikupljali u proteklom vremenskom periodu određene vodne naknade,a obzirom da smo i prikupljali u proteklom vremenskom perijodu odrećene vodne naknade
/home/peterr/macocu/task6_speech/data/00019370d.flac.wav,svjedoci smo da upravo je to velika borba sa građanstvom jel doista su građani u teškoj situaciji,svjedoci smo da upravo je to velika borba sa građanstvom jer doista građani su u teškoj situaciji,svjedoci smo da upravo je to velika borba sagraćanstvom jer doista gradani su u teškoj situaciji
/home/peterr/macocu/task6_speech/data/00019371a.flac.wav,i onda postavljaju često pitanje a zašto se nije očistio ovaj kanal onaj kanal,i onda postavljaju često pitanje a zašto se nije očesti ovaj kanal onaj kanal,i onda postavljaju često pitanje a zašto se nije očisti ovaj kanalonakanal
/home/peterr/macocu/task6_speech/data/00019371b.flac.wav,a u biti sredstava nema dovoljno i kažem dosta je to neredovito plaćanje,a u biti sredstava nema dovoljno i kažem dosta je to neredovito plaćanje,a u biti sredstava nema dovoljno i kažem dostaje to neredobito plaćanje
/home/peterr/macocu/task6_speech/data/00019371c.flac.wav,i zbog toga su nam i kanali i stvoreni određeni problemi upravo zbog toga,i zbog toga su nam i kanali i stvoreni određeni problemi upravo zbog toga,i zbog toga su nam i kanali i stvoreni i odrećeni probleme upravo zbog toga
/home/peterr/macocu/task6_speech/data/00019372a.flac.wav,no svakako mislim da upravo ovim sredstvima o kojima sam malo prije govorio o sredstvima iz eu će upravo većinu toga tereta,no svakako mislim da upravo  ovim sredstvima o kojima samalo prije govorio o sredstvima iz eu će upravo većinu toga tereta,no svakako mislim da upravu ovim sredstvima o kojima sam maloprije govorio o sredstvima iz eu će upravo većinu toga tereta
/home/peterr/macocu/task6_speech/data/00019372b.flac.wav,svakako podnesti hrvatske vode jer siguran sam da jedinice lokalne i regionalne samouprave koliko god se to razmišljalo da bi se određeni kanali i prebacili na,svakako podnes hrvatske vode jer siguran sam da je jedinica lokalne i regionalne samouprave koliko god se to razmišljalo da bi se određeni kanali i prebacili na,svakako podnes hrvatske vode jer siguran sam da je jedinicen lokalne i regionalne samouprave koliko od se to razmišljalo da bi se odredeni kanali i prebacili na
/home/peterr/macocu/task6_speech/data/00019372c.flac.wav,da li na jedinicu lokalne i regionalne samouprave faktički bi dovelo u jedan opći kolaps nefunkcioniranja tih kanala jer upravo smo svjedoci da u pojedinim gradovima i općinama se tako rekuć,da li jedinicu lokalne i regionalne samouprave faktički bi dovelo u jedan opći kolaps ne funkcioniranja ti tih kanala jer upravo smo svjedoci da u pojedinim gradovima i općinama se tako rekući,da li jedinicu u lokalne i regionalne samouprave  aktički bi dovelo u jedan uopćikolaps neunkcioniranja ttih kanala jer upravo smo svjedoci da u pojedinim gradovima i iopćinama se tako rekući
/home/peterr/macocu/task6_speech/data/00019372d.flac.wav,što zbog teškoća općenito u životu ljudi ne plaćaju i faktički ti kanali ne bi uopće bili održavani i još bi bilo to u većem kaosu nego što je to danas,što zbog teškoća uopćenito u životu ljudi ne plaćaju i faktički ti kanali ne bi uopće bili održavani i još bi b to  većem kao su nego što e to danas,što zbog teškoća uopćenitou životu ljudi ne plaćaju i aktički ti kanali ne bi uopće bili udržavani i još bi bilo to uvećen kao tu nego što je to danas
/home/peterr/macocu/task6_speech/data/00019373.flac.wav,sljedeća replika uvaženi zastupnik branko hrg ,sljedeća replika uvaženi zastupnik branko hrg,sljedeća replika uvaženi zastupnk branko hrg
/home/peterr/macocu/task6_speech/data/00019374a.flac.wav,poštovani kolega govorili ste o iskorištenju sredstva iz eu ovaj zakon u krajnjem slučaju izmjene idu u tom pravcu da se ta sredstva mogu,o kolega govorili ste o iskorištenju sredstava iz euovaj zakon  u krajnjem slučaju u izmjeni ide u tom pravcu da se ta sredstva mogu,potovani kolega govorili ste o iskorištenju sredstava iz eu ovaj zakon uu krajnjim slučajvu izmjen idu u tom pravcu da tava sredstvamogu
/home/peterr/macocu/task6_speech/data/00019374b.flac.wav,za taj dio govorili ste i o ovom dijelu utjecaja lokalne samouprave i na vodoopskrbu i razvoj mreže pa o gubicima,za taj dio govorili ste iu ovom dijelu utjecaj lokalne samouprave i naobskrbu i razvoj mnreže pa i u gubicima,ia taj dio govorili ste i  ovom dijelu utjecaj lokalne samouprave i na vodopskrbu i razvoj mreže pa i u gubicima
/home/peterr/macocu/task6_speech/data/00019374c.flac.wav,mrežama čini mi se da je negdje oko pedeset posto prosječni gubici su u erha i stvarno ovaj prolongat da se ne naplaćuje,mrežama čini mi se da jenegdjeuko pedeset posto prosječni u bitisu u erha i stvarnoa e prolonga da se ne naplaćuje,mrežama čini mi se da je negdji oko pedeset posto prosječn i gubitsu u reubrishrvatsk i stvarnovva ovaje prodlongaa da se ne naplaćuje
/home/peterr/macocu/task6_speech/data/00019374d.flac.wav,naplaćuje po zahvaćenoj nego po prodanoj vodi apsolutno ide u korist i građana i naravno distributera lokalnih koji su tamo,dakle pozahvaćenoj nego po prodanoj vodi apsolutno ide u koristi građanaa i naravno distrimutera lokalni koji su tamo,dakle pozavlačenaje nego po prodanoj vodi apsolutno ide u koristi gradana i naravno distributera lokalni koji su tamo
/home/peterr/macocu/task6_speech/data/00019375a.flac.wav,evo vidite jedan primjer koji je endemski primjer u hrvatskoj naime trebalo je razdvojiti vodovode i odvodnje,evo vidite jedan primjer koji je endenski primjer u hrvatskoj  naj me trebalo razdvojiti vodovoda i odvodnje,evo vidite jedan primjer koji je endenski primjer u hrvatskoj naivmne trebalo razvojiti vodovode i odvodnje
/home/peterr/macocu/task6_speech/data/00019375b.flac.wav,od komunalnih i ostalih djelatnosti svi su to u hrvatskoj skoro uspjeli napraviti nije bilo problema,od komunalnih ostalih djelatnosti svi su to u erotskoj skoro uspjeli napraviti i nije bilo problema,od komunalne i ostali i delatnosti svi stu to u rvatskoj skoro uspjeli napraviti i nije bilo problema
/home/peterr/macocu/task6_speech/data/00019375c.flac.wav,ali eto dogodi se jedan slučaj da jedan od suvlasnika jedna mala općina ima tri posto udjela u vlasništvu komunalnog poduzeća križevci i ona blokira,ali eto dogodi se jedan slučaj da jedanog suglasnika jedna mala općina a ima tri posto udjela u vlasništvu komunalnog poduzeća križevci i ona blokira,ali eto dogodi se jedanslučaj djavnod sulasnika jerna mala općina a ima tri posto udjela u vlasništvu komunalnokolizeća krievci i ona blokira
/home/peterr/macocu/task6_speech/data/00019376a.flac.wav,i sve to skupa završi na sudu dobije se prvostupanjska presuda onda završi na,i sve to skupa završi na suddobije se praostupanjska presoda onda završena,i sve je to skupa završi na sudu dobije se pravostupavinska presuda onda završina
/home/peterr/macocu/task6_speech/data/00019376b.flac.wav,trgovačkom sudu i onda čekamo dvije godine da visoki trgovački sud donese pravorijek,visomtrgovačkom sud i onda čekamo dvije godine da visoko trgovački sud unese praorijek,o trgovatkom sudu i onda čekamo odvije godine da visokoj trgovački sudu nese pravorik
/home/peterr/macocu/task6_speech/data/00019377a.flac.wav,ali za te dvije tri godine koliko čekamo mi uredno uplaćujemo sve te doprinose hrvatskim vodama ali od hrvatskih voda zbog toga što nismo razdijelili poduzeće,a li za te dvije tri godine koliko čjekamo mi uredno uplaćujemo svete doprinose eurotskih vodama ali od hrvatskih voda zbog toga što nismo razdijelili poduzeće,ai i a te dvije tri godine koliko čekamo mi uredno uplaćujemo svjete doprinose  rvatskim vodama ali od hrvatskih voda zbog toga što nismo razdijlili poduzeće
/home/peterr/macocu/task6_speech/data/00019377b.flac.wav,nismo uspjeli dobiti niti jednu jedinu kunu u tri godine natrag povrata novaca onoga makar što smo mi uplatili,nismo uspjeli dobiti niti jednu jedinu kunu u tri godine natra povrata novaca onoga makaa što smo mi uplatili,nismo uspjeli dobiti niti jednu jedinu kunu u tri godine natrek povrata novaca onoga makao što smo mi uplatili
/home/peterr/macocu/task6_speech/data/00019378a.flac.wav,tako da ima masa tih problema očito da će trebati još malo te zakone dorađivati i neke stvari,tako da ima masatii probleme očito da će trebati još malo te zakone dorađivati neke stvari,tako da ima masati problema očito da će trebati još malo te zakone duradivatii  neke stvari
/home/peterr/macocu/task6_speech/data/00019378b.flac.wav,rješavati jer se ustvari dovode u pitanje ovakve situacijama realizacija tih europskih projekata,rješavati jer se stvari dovode u pitanje ovakvim situacijama realizacija tih europskih projekata,reavati jer se stvari dovode u pitanj  ovakvim situacijama realizacija tih europskih projekata
/home/peterr/macocu/task6_speech/data/00019379.flac.wav,slažem se kolega da ima problema diljem hrvatske ali prije svega mi ovdje u hrvatskom saboru i naša nadležna ministarstva moraju mijenjati zakone ,slažem se kolega da ima problema dimhatse ali prije svega mi ovdje u hrvatskom saboru i naša nadležna ministarstva moraju mijenjati zakone,slažem se  kolega da ima problema diljem hrvatske ali prije svega mi ovdjeje u hrvatskom saboru i naša nadležna ministarstva moraju mijenjati zakone
/home/peterr/macocu/task6_speech/data/00019380a.flac.wav,evo bio je zakon o javnoj nabavi ali prije svega mi znamo da pojedini,evo bio u zakon o javnoj nabavi ali prije svega mi znamo da pojedini,evo dio zakon o javnoj nabavi ali prije svega mi znamo da pojedini
/home/peterr/macocu/task6_speech/data/00019380b.flac.wav,i fizičke osobe ali svakako evo ovdje se radi o jednoj općini koja jednostavno svojim udjelom pokušala blokirati i izgubili ste dvije do tri godine,i fizičke osobbe ali svakako je ovdje se radi u jednoj općini koja je jednostavno svojim udjelom pokušala blokirati i izgubili ste dvijetiutće tri godine,i izičke osobe ali svakako jeoovdje se radi u jednoj općini  kojaje jednostavno svojim udjelom pokušala blokirati i izgubili ste dvije tisto tri godine
/home/peterr/macocu/task6_speech/data/00019381a.flac.wav,mi svakako novim zakonima koje treba još poboljšati a pogotovo kada se radi o strateškim investicijama,i svakako zakonima koje treba još poboljšati pobgotovo kada se radi o strateškim investicijama,mi svakakvom noim zakonima koje treba još poboljatiapogotovo kada se rade o strateškim investicijama
/home/peterr/macocu/task6_speech/data/00019381b.flac.wav,ne može se dogoditi da neka fizička osoba ili pravna ili ovdje,ne može se dogoditi da neka fizička osobba ili pravna ili ovdje,ne može se dogoditi da neka izička osodba ili pravna ili oovdje
/home/peterr/macocu/task6_speech/data/00019381c.flac.wav,kao jedinica lokalne samouprave blokira takav projekat koji je od iznimne važnosti za sve stanovništvo,kao jedinica lokalne samouprave blokira takav projektat koji je od iznimne važnosti za sve stanovništvo,kao kao jedinica lokalne samouprave blokira takav projekat koji je od iznimne važnosti za sve stanovništvo
/home/peterr/macocu/task6_speech/data/00019382a.flac.wav,prema tome dopunom zakona o,prema tome dopunom zakona o,prema tome dopunom zakvona o
/home/peterr/macocu/task6_speech/data/00019382b.flac.wav,izvlaštenju dopunom zakona o davanju garancije,izvaštenju  dopunom zakona o davanju garancijeda,izvaštenju dopunog zakkona o davanjuu garancijea
/home/peterr/macocu/task6_speech/data/00019382c.flac.wav,pojedini projekti moraju ići a neko da li je to jedinica lokalne samouprave da li je to pravna osoba da li je to fizička osoba,pojedini projektni moraju jednostavno ići a  neko da li je to jedinica lokalne samouprave da li je to pravna osoba da li je to fizička osoba,pojedini projekti moraju jednostavno ići a netko dalije to jedinica lokalne samouprave da lije to pravna osoba da li je to izička osoba
/home/peterr/macocu/task6_speech/data/00019382d.flac.wav,neka on sudskim putem rješava svoje probleme i traži svoju odštetu a sudski vještak će svakako procijeniti koja je to šteta,neka on sudskim budem rješava svoje probleme i traži svoju oštetu a sudskim vještaa će svakako procijeniti koja je to šteta,neke on sudskim putem riješava svoje probleme i traži svoju oštetu a sudski viještak će svakako procijeniti koja je to šteta
/home/peterr/macocu/task6_speech/data/00019383.flac.wav,neka mu se uplati na račun poseban jedan račun ali radovi jednostavno ne smiju trpiti i oni se moraju provoditi ,nekeka mo seuplati na račun posebani jedan račun ali radovi jednostavno ne smijeu utrpiti i oni se moraju provoditi,nekamo se uplati nunna račun poseba nijedan račun ali radovi jednostavno ne smiju utrpiti i oni se moraju provoditi
/home/peterr/macocu/task6_speech/data/00019384a.flac.wav,no svakako je potrebno mijenjati zakone i sve ono što smo i do sada radili u proteklim godinama pokazalo se da to nije dostatno da još uvijek na terenu upravo imamo takvih problema jer jednostavno evo to se vidi iz ovog vašega primjera ali evo nadam se da upravo ovdje,no svakako je potrebno mijenjati zakone i sve onom što smo mi do sada radili u proteklim godinama pokazalo se da to nije dostatno da još uvijek na terenu upravo imamo takvih problema jer jednostavnoeo to se vidi iz ovoga vašega primjera ali evo nadam se da pravde,n svakakvo je potrebno mijenjati zakone i sve ono što smo i dosada radili u proteklim godinama pokazalo se da to nije dostatno da još uvijek na teren upravu imamo takvih problema jer jednostavnoevo tok se vide iz ovoga vašega primjera ali evo nadam se da upravo ovdje
/home/peterr/macocu/task6_speech/data/00019384b.flac.wav,i naš ministar ovo sve skupa i čuje ali sigurno i zna i da će svojim utjecajem sa drugim ministarstvom učiniti sve kako bi jednostavno ovakvi poslovi i određeni projekti daleko brže se izgrađivali a da ne bi čekali zbog određenih zapreka,inaš ministar ovo sve skupa i čuje ali sigurno i zna i da će i svojim utjecajom sa drugim ministarstvom učiniti sve kako bi jednostavno ovakvi poslovi i određeni projekti daleko brže se izgrađivali a da ne bi čekali zbog određeni zapravga,i naš ministarovo sve skupa i čuje ali sigurno i zna i da će i svojim utjecajmom sa drugim ministarstvomčinicve kako bi jednostavno ovakvi poslovi i odredeni projekti daleko brže se izgradivrali a da ne bi čekali zbog odredeni zaprek
/home/peterr/macocu/task6_speech/data/00019385.flac.wav,hvala uvažena potpredsjednice hrvatskoga sabora ,hvala uvažena potpredsjednice hrvatskoga sabora,hvala uvažena potpredsjednice hrvatskoga sabora
/home/peterr/macocu/task6_speech/data/00019386a.flac.wav,kolega govorili ste u svojoj raspravi o problemima sa čišćenjem kanala,kolega govorili ste u svojoj raspravi o problemima sa čišćenjem kanala,kolega govorili ste u svojoj raspravi o problemima sa čišjenjem kanala
/home/peterr/macocu/task6_speech/data/00019386b.flac.wav,i sredstvima koje i hrvatske vode imaju za,i sredstvima koje i hrvatske vod imaju za,i sredstvima koje i hrvatske vode imaju za
/home/peterr/macocu/task6_speech/data/00019386c.flac.wav,tu namjenu i uglavnom da su ta sredstva nedostatna da bi se svi kanali očistili,tu namjenu i uglavnom da su ta sredstva nedostatna da bi se svi kanali očistili,tu namjenu i uglavnom da su ta sredstva nedostatna da bi se svi kanali očistili
/home/peterr/macocu/task6_speech/data/00019387a.flac.wav,e sad prema nekim informacijama koje imam način na koji se ti kanali čiste,sa prema nekim informacijama koje imam način na koji se ti kanali čiste,e sad prema nekim inormacijama koje imam način na koji se tika nali čiste
/home/peterr/macocu/task6_speech/data/00019387b.flac.wav,je možda onaj na koji se to radilo i prije desetak i više godina a ti kanali su uglavnom obrasli s nekom drvnom masom,je možda onaj na kojim se to radilo i prije desetak i više godina a ti kanali su uglavnom obrasili sa nekom drvnom masom,je možda onaj na koji se to radilo i prije desetaki više godina a ti kanali su uglavnom obrasli sa nekom drvnom masom
/home/peterr/macocu/task6_speech/data/00019387c.flac.wav,pa dobar dio te drvne mase ili se pali ili zakopava prilikom čišćenja tih kanala,pa dobar dio te drvne mase ili se pali ili zakupava prilikom čišćenja tih kanala,pa dobar dio te drvne mase ili se pali ili zakupava prlikom čišćenja tih kanala
/home/peterr/macocu/task6_speech/data/00019388a.flac.wav,u razgovoru s nekim poduzetnicima koji se bave prikupljanjem biomase,u razgovoru sa nekim poduzetnicima koji se bave prikupljanjem mase,u razgovoru sa nekim poduzetnicima koji se bave prikupljanjem mase
/home/peterr/macocu/task6_speech/data/00019388b.flac.wav,biomase za rad elektrana i oni koji skupljaju drvnu masu za izradu,bio mase za rad elektrana i oni koji se skupljaju drvnu masu za izradu,bio mase za rad elektrana i oni koji se skupiu drvnu masu za izgradu
/home/peterr/macocu/task6_speech/data/00019388c.flac.wav,iverice kažu da bi jedan dobar dio te drvne mase mogao se upotrijebiti,ivjeretse kaže da bi jedan dobar dio te drvne mase mogao se upotrijebiti,ivjerice kažu da bi jedan dobar dio te drvne mase mogao se upotrijebiti
/home/peterr/macocu/task6_speech/data/00019389a.flac.wav,pa moja ova replika je jednim dijelom i prijedlog ministru pošto je u ministarstvu i energetika i zaštita okoliša i vodno gospodarstvo da se vidi način da hrvatske vode umjesto da čišćenje tih kanala smatraju samo troškom,pa moja ova replika je jednim dijelom i prijedlog ministru pošto je u ministarstvu i energetika i zaštita okoliša i vodno gospodarstvo da se vidi način da hrvatske vode umjesto da čišćne ti kanala smatraju samo troškovm,pa evovo moja ova replika je jednim dijelom i prijedlog ministru pošto je u ministarstvu i energetika i zaštita okoliša i vodno gospodarstvo da se vidi način da hrvatske vode umjesto da tišćenje tikanala smatraju samo troškom
/home/peterr/macocu/task6_speech/data/00019389b.flac.wav,da probaju jedan dio te drvne mase ustvari prodati i prilikom čišćenja tih kanala da se onda još i uprihoduju sredstva za čišćenje i još nekih drugih onda kanala gdje nema toliko drvne mase ili je nema uopće,da provoje jedan dio te drvne mase ustvari prodat i prilikom čišćenja tih kanala da se onda još i u prihodu sredstva za čišćenje i još nekih drugih da kanala gdje nema toliko drvne mase ili jea nema uopće,da provo jeju jedan diood te drvne mase ustvari prodat i prilikom čištenja tih kanala da se onda još i u prihoduju sredstva za čištenje i još nekih drugih onda kanala gdje nemate oliko drvne mase ilje nema uopće
/home/peterr/macocu/task6_speech/data/00019390.flac.wav,hvala lijepo odgovor na repliku ,hvala lijepo odgovor na repliku,hvala lijepo odgovor na repliku
/home/peterr/macocu/task6_speech/data/00019391a.flac.wav,kolega repliku ste doista postavili ispravno i ja sam se evo i kao predsjednik odbora za poljoprivredu,kolega repliku ste doista postavili ispravno i ja sam se o i kao predsjednik odbora za poljoprivredu,kolega repliku ste doista postavili ispravno i ja sam sa eovo i kao predsjednik odbora za poljoprivredu
/home/peterr/macocu/task6_speech/data/00019391b.flac.wav,za vrijeme esdepeove vlasti i sa ministrom jakovinom nekoliko puta žučno razgovarao upravo o tome no nije ništa urodilo plodom,za vrijeme esdepe vlasti i sa ministarom jekovinom nekoliko puta žučeno razgovarao upravo o tome no nije ništa urodilo plodilo,za vrijeme esdepeove vlasti i sa ministromjekrovinom nekoliko puta žučino razgovarau upravu o tome no nije ništa urodilo plodi
/home/peterr/macocu/task6_speech/data/00019392.flac.wav,pa ja upravo molim vas ministre a ovo što je kolega govorio to je prava istina ,pa ja upravo molim  vas ministre ovo što je kolega govorio to je prava istinja,pa ja upravo molim vas i ministre a ovo što je kolega govorio o toje prava istina
/home/peterr/macocu/task6_speech/data/00019393.flac.wav,onaj izvođač radova koji dobije krčenje na određenim vodotocima blago rečeno moram reći znate šta rade s tom masom ,ona izvolćjač radova koji dobije krčenje na određenim vodotocima blagu rečenom moram reći znate što rade sa tom maso,an izvodjak radova koji dobije krčenje na odrećenim vodotocima blagu rečeno moram reći znate što rade sa tom masoma
/home/peterr/macocu/task6_speech/data/00019394.flac.wav,zato što on ne smije tu masu nikome prodati ,zato što ne smije tu masu nikomne prodati,zato što on ne smije tuu masu nikove prodati
/home/peterr/macocu/task6_speech/data/00019395.flac.wav,hrvatske šume su obvezne po zakonu zbrinuti tu masu ,hrvatske šumje su obvezne po zakonu zbrini tu masu,hrvatske šume su obvezne po zakonu zbrini tu masnu
/home/peterr/macocu/task6_speech/data/00019396.flac.wav,oni kažu nas to ne interesira šta će njima vrba ,oni kažu nastone interesiram šta će njima vrba,oni kažu nas to neinteresirati šta će njima vroba
/home/peterr/macocu/task6_speech/data/00019397.flac.wav,ili ne znam bilo koji drugi sortiment ,ili ne znam bilo koji  drugi sortiment,ili ne znam bilo koji je drugi sertiment
/home/peterr/macocu/task6_speech/data/00019398.flac.wav,mi imamo i drvoprerađivače koji imaju bioplinska postrojenja ,mi imamo i druvo prorađivače koji imaju bio pulinskaposaka,mi imamo i drvoproiradivače koje imaju bio plinskapostaja
/home/peterr/macocu/task6_speech/data/00019399.flac.wav,i naravno dođe policija i onda prave zapisnike ,i naravno dođe policija i onda prave zapisnike,i naravno doće policija i onda prave zapisnike
/home/peterr/macocu/task6_speech/data/00019400.flac.wav,dajte neki jednostavniji zakon smislite pripremite što hitnije ,djte neki jednostavniji zakon smislite pripremite što hitnije,dajte neki jednostavniji zakon smislite pripremite što hitnije
/home/peterr/macocu/task6_speech/data/00019401.flac.wav,danas imamo doista jako puno ljudi koji se bave biomasom ,r danas imamo doista jako puno ovim ljudi koji se bave bio masom,i danas imamo doista jako puno ovim ljudi koji se bave bio masom
/home/peterr/macocu/task6_speech/data/00019402a.flac.wav,dajmo mu da to iskoristimo a ne da nam to tamo trune pored rijeka u najgorem slučaju,dakle i dajmo da to iskoristimo a ne da nam to tamo trune pored rijeka nagovorm slučajua,dakle i dajmo da to iskoristimo a ne da nam to tamo trune pored rijekaov najgorem slučajvamkae
